sales_agent,account,deal_stage,engage_at,close_at,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG
Cecily Lampkin,Streethex,Lost,2017-03-12,2017-05-02,0.0,1988.0,1376.8,1165.0,3393,51.0,Medium,36.0,Established,0,3.0,1.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Corliss Cosme,Initech,Won,2017-03-12,2017-06-11,1074.0,1994.0,6395.05,20275.0,1096,91.0,Enterprise,30.0,Established,1,3.0,1.0,Intermediate,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Darcel Schlecht,Globex Corporation,Lost,2017-03-12,2017-05-02,0.0,2000.0,1223.72,2497.0,1096,51.0,Medium,24.0,Established,0,3.0,1.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Darcel Schlecht,Treequote,Lost,2017-03-12,2017-05-26,0.0,1988.0,5266.09,8595.0,4821,75.0,Large,36.0,Established,0,3.0,1.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Elease Gluck,Finjob,Won,2017-03-12,2017-03-31,481.0,1988.0,2059.9,3644.0,550,19.0,Medium,36.0,Established,1,3.0,1.0,Basic,0.5555555555555556,2295.1984126984125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Elease Gluck,Labdrill,Won,2017-03-12,2017-06-02,1101.0,1985.0,2741.37,9226.0,1096,82.0,Large,39.0,Established,1,3.0,1.0,Intermediate,0.5555555555555556,2295.1984126984125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Gladys Colclough,Warephase,Won,2017-03-12,2017-06-23,522.0,1997.0,2041.73,5276.0,550,103.0,Large,27.0,Established,1,3.0,1.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Hayden Neloms,Hatfan,Engaging,2017-03-12,,,1982.0,792.46,1299.0,55,,Medium,42.0,Established,0,3.0,1.0,Basic,0.6445783132530121,1790.203947368421,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Hayden Neloms,Y-corporation,Won,2017-03-12,2017-06-13,49.0,1983.0,2871.35,9561.0,55,93.0,Large,41.0,Established,1,3.0,1.0,Basic,0.6445783132530121,1790.203947368421,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Kami Bicknell,Newex,Won,2017-03-12,2017-06-02,4865.0,1991.0,1012.72,3492.0,4821,82.0,Medium,33.0,Established,1,3.0,1.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Lajuana Vencill,Isdom,Won,2017-03-12,2017-05-22,991.0,2002.0,3178.24,4540.0,1096,71.0,Medium,22.0,Established,1,3.0,1.0,Intermediate,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Lajuana Vencill,Dontechi,Won,2017-03-12,2017-05-27,4509.0,1982.0,4618.0,10083.0,5482,76.0,Enterprise,42.0,Established,1,3.0,1.0,Complex,0.5,842.5627705627705,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Markita Hansen,Nam-zim,Won,2017-03-12,2017-05-03,5169.0,1987.0,405.59,1179.0,4821,52.0,Medium,37.0,Established,1,3.0,1.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Maureen Marcano,Sonron,Won,2017-03-12,2017-03-27,491.0,1999.0,1699.85,5108.0,550,15.0,Large,25.0,Established,1,3.0,1.0,Basic,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Maureen Marcano,Labdrill,Won,2017-03-12,2017-06-15,4281.0,1985.0,2741.37,9226.0,4821,95.0,Large,39.0,Established,1,3.0,1.0,Complex,0.6506550218340611,1645.0469483568074,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Niesha Huffines,Finhigh,Lost,2017-03-12,2017-05-08,0.0,2006.0,1102.43,1759.0,1096,57.0,Medium,18.0,Mature,0,3.0,1.0,Intermediate,0.525,1011.2057142857143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Rosie Papadopoulos,Umbrella Corporation,Lost,2017-03-12,2017-05-18,0.0,1998.0,2022.14,5113.0,55,67.0,Large,26.0,Established,0,3.0,1.0,Basic,0.5735294117647058,1902.2231404958677,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Rosie Papadopoulos,Kinnamplus,Won,2017-03-12,2017-06-27,3443.0,2004.0,702.72,1831.0,3393,107.0,Medium,20.0,Mature,1,3.0,1.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Versie Hillebrand,Gogozoom,Won,2017-03-12,2017-05-29,60.0,2007.0,86.68,187.0,55,78.0,Small,17.0,Mature,1,3.0,1.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Versie Hillebrand,Hottechi,Won,2017-03-12,2017-06-20,53.0,1997.0,8170.38,16499.0,55,100.0,Enterprise,27.0,Established,1,3.0,1.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Vicki Laflamme,Finjob,Won,2017-03-12,2017-05-26,56.0,1988.0,2059.9,3644.0,55,75.0,Medium,36.0,Established,1,3.0,1.0,Basic,0.5909090909090909,1378.6628242074928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Zane Levy,Scotfind,Won,2017-03-12,2017-03-17,665.0,1996.0,6354.87,16780.0,550,5.0,Enterprise,28.0,Established,1,3.0,1.0,Basic,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Anna Snelling,Inity,Won,2017-03-13,2017-05-09,1140.0,1986.0,2403.58,8801.0,1096,57.0,Large,38.0,Established,1,3.0,1.0,Intermediate,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Anna Snelling,Streethex,Won,2017-03-13,2017-05-25,52.0,1988.0,1376.8,1165.0,55,73.0,Medium,36.0,Established,1,3.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Anna Snelling,Warephase,Won,2017-03-13,2017-06-08,52.0,1997.0,2041.73,5276.0,55,87.0,Large,27.0,Established,1,3.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Boris Faz,Donquadtech,Lost,2017-03-13,2017-03-24,0.0,1992.0,1712.68,3194.0,5482,11.0,Medium,32.0,Established,0,3.0,1.0,Complex,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Cecily Lampkin,Konmatfix,Won,2017-03-13,2017-05-13,5121.0,1985.0,375.43,1190.0,5482,61.0,Medium,39.0,Established,1,3.0,1.0,Complex,0.6294117647058823,1436.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Cecily Lampkin,Rundofase,Won,2017-03-13,2017-03-31,3611.0,1983.0,1008.06,1238.0,3393,18.0,Medium,41.0,Established,1,3.0,1.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Corliss Cosme,Massive Dynamic,Won,2017-03-13,2017-03-24,50.0,1989.0,665.06,1095.0,55,11.0,Medium,35.0,Established,1,3.0,1.0,Basic,0.5859375,1838.585152838428,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Darcel Schlecht,Rundofase,Won,2017-03-13,2017-05-15,618.0,1983.0,1008.06,1238.0,550,63.0,Medium,41.0,Established,1,3.0,1.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Darcel Schlecht,Globex Corporation,Won,2017-03-13,2017-03-17,1247.0,2000.0,1223.72,2497.0,1096,4.0,Medium,24.0,Established,1,3.0,1.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Elease Gluck,Sumace,Engaging,2017-03-13,,,2000.0,167.89,493.0,55,,Small,24.0,Established,0,3.0,1.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
Garret Kinder,Donware,Won,2017-03-13,2017-05-03,55.0,1999.0,1197.44,2570.0,55,51.0,Medium,25.0,Established,1,3.0,1.0,Basic,0.6097560975609756,1607.9105691056911,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Hayden Neloms,Singletechno,Won,2017-03-13,2017-06-17,1157.0,1996.0,2214.94,5374.0,1096,96.0,Large,28.0,Established,1,3.0,1.0,Intermediate,0.6445783132530121,1790.203947368421,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Kary Hendrixson,Hottechi,Won,2017-03-13,2017-05-22,537.0,1997.0,8170.38,16499.0,550,70.0,Enterprise,27.0,Established,1,3.0,1.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Dalttechnology,Won,2017-03-13,2017-03-30,4955.0,2013.0,98.79,96.0,4821,17.0,Small,11.0,Mature,1,3.0,1.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Kary Hendrixson,Singletechno,Won,2017-03-13,2017-06-02,5606.0,1996.0,2214.94,5374.0,4821,81.0,Large,28.0,Established,1,3.0,1.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Moses Frase,Isdom,Won,2017-03-13,2017-05-11,57.0,2002.0,3178.24,4540.0,55,59.0,Medium,22.0,Established,1,3.0,1.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Rosalina Dieter,Sunnamplex,Won,2017-03-13,2017-05-20,66.0,2008.0,894.37,1593.0,55,68.0,Medium,16.0,Mature,1,3.0,1.0,Basic,0.5714285714285714,2140.0272727272727,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
Zane Levy,Dalttechnology,Won,2017-03-13,2017-06-27,5113.0,2013.0,98.79,96.0,4821,106.0,Small,11.0,Mature,1,3.0,1.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
