sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee,predicted_is_won,predicted_deal_stage
Cassey Cress,Umbrella Corporation,Engaging,,1998.0,2022.14,5113.0,1096,47.98539710922366,Large,26.0,Established,,7.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.3954899276354391,1.0,Won
Kary Hendrixson,Conecom,Engaging,,2005.0,1520.66,1806.0,5482,47.98539710922366,Medium,19.0,Mature,,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.8420044296788484,1.0,Won
Boris Faz,Finhigh,Engaging,,2006.0,1102.43,1759.0,550,47.98539710922366,Medium,18.0,Mature,,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.6267367822626493,1.0,Won
Corliss Cosme,Acme Corporation,Engaging,,1996.0,1100.04,2822.0,550,47.98539710922366,Medium,28.0,Established,,7.0,3.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.3898086463501063,0.0,Lost
Violet Mclelland,Plussunin,Engaging,,2003.0,1419.98,4018.0,55,47.98539710922366,Medium,21.0,Established,,7.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.35340467894474864,1.0,Won
Daniell Hammack,Betatech,Engaging,,1986.0,647.18,1185.0,4821,47.98539710922366,Medium,38.0,Established,,7.0,3.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,False,True,False,0.5461434599156118,1.0,Won
Rosalina Dieter,Statholdings,Engaging,,1997.0,291.27,586.0,4821,47.98539710922366,Small,27.0,Established,,7.0,3.0,Complex,0.5714285714285714,2140.0272727272727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.4970477815699658,1.0,Won
Daniell Hammack,Dontechi,Engaging,,1982.0,4618.0,10083.0,550,47.98539710922366,Enterprise,42.0,Established,,7.0,3.0,Basic,0.5377358490566038,1947.7486631016043,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.4579986115243479,1.0,Won
Boris Faz,Sunnamplex,Engaging,,2008.0,894.37,1593.0,550,47.98539710922366,Medium,16.0,Mature,,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5614375392341494,1.0,Won
Boris Faz,Kinnamplus,Engaging,,2004.0,702.72,1831.0,550,47.98539710922366,Medium,20.0,Mature,,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.383790278536319,1.0,Won
Vicki Laflamme,Sonron,Engaging,,1999.0,1699.85,5108.0,5482,47.98539710922366,Large,25.0,Established,,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.33278191072826935,1.0,Won
Anna Snelling,Dontechi,Engaging,,1982.0,4618.0,10083.0,55,47.98539710922366,Enterprise,42.0,Established,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.4579986115243479,1.0,Won
Anna Snelling,Konmatfix,Engaging,,1985.0,375.43,1190.0,55,47.98539710922366,Medium,39.0,Established,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3154873949579832,1.0,Won
Darcel Schlecht,Isdom,Engaging,,2002.0,3178.24,4540.0,5482,47.98539710922366,Medium,22.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.7000528634361233,1.0,Won
Hayden Neloms,Xx-zobam,Engaging,,1989.0,3838.39,8274.0,55,47.98539710922366,Large,35.0,Established,,7.0,3.0,Basic,0.6445783132530121,1790.203947368421,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.4639098380468939,1.0,Won
Jonathan Berthelot,Inity,Engaging,,1986.0,2403.58,8801.0,4821,47.98539710922366,Large,38.0,Established,,7.0,3.0,Complex,0.5958188153310104,1079.1136363636363,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.2731030564708556,1.0,Won
Lajuana Vencill,Konmatfix,Engaging,,1985.0,375.43,1190.0,1096,47.98539710922366,Medium,39.0,Established,,7.0,3.0,Intermediate,0.5,842.5627705627705,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.3154873949579832,1.0,Won
Marty Freudenburg,Ontomedia,Engaging,,1997.0,882.12,2769.0,5482,47.98539710922366,Medium,27.0,Established,,7.0,3.0,Complex,0.5350877192982456,1501.0051546391753,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.31856988082340193,1.0,Won
Niesha Huffines,Hatfan,Engaging,,1982.0,792.46,1299.0,550,47.98539710922366,Medium,42.0,Established,,7.0,3.0,Basic,0.525,1011.2057142857143,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.6100538876058507,1.0,Won
Vicki Laflamme,Green-Plus,Engaging,,2003.0,692.19,1922.0,4821,47.98539710922366,Medium,21.0,Established,,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.36014047866805415,1.0,Won
Violet Mclelland,Lexiqvolax,Engaging,,2004.0,1618.89,3889.0,3393,47.98539710922366,Medium,20.0,Mature,,7.0,3.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.41627410645410134,1.0,Won
Anna Snelling,Groovestreet,Engaging,,2003.0,223.8,299.0,5482,47.98539710922366,Small,21.0,Established,,7.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.748494983277592,1.0,Won
Anna Snelling,Labdrill,Engaging,,1985.0,2741.37,9226.0,5482,47.98539710922366,Large,39.0,Established,,7.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.2971352698894429,1.0,Won
Anna Snelling,Silis,Engaging,,1994.0,2818.38,6290.0,55,47.98539710922366,Large,30.0,Established,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.4480731319554849,1.0,Won
Hayden Neloms,Konmatfix,Engaging,,1985.0,375.43,1190.0,1096,47.98539710922366,Medium,39.0,Established,,7.0,3.0,Intermediate,0.6445783132530121,1790.203947368421,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.3154873949579832,1.0,Won
Jonathan Berthelot,Cheers,Engaging,,1993.0,4269.9,6472.0,550,47.98539710922366,Large,31.0,Established,,7.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.6597496909765141,1.0,Won
Jonathan Berthelot,Gekko & Co,Engaging,,1990.0,2520.83,3502.0,1096,47.98539710922366,Medium,34.0,Established,,7.0,3.0,Intermediate,0.5958188153310104,1079.1136363636363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.7198258138206739,1.0,Won
Kami Bicknell,Kinnamplus,Engaging,,2004.0,702.72,1831.0,3393,47.98539710922366,Medium,20.0,Mature,,7.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.383790278536319,1.0,Won
Marty Freudenburg,Sumace,Engaging,,2000.0,167.89,493.0,4821,47.98539710922366,Small,24.0,Established,,7.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.3405476673427992,1.0,Won
Moses Frase,Genco Pura Olive Oil Company,Engaging,,2007.0,894.33,1635.0,5482,47.98539710922366,Medium,17.0,Mature,,7.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,False,True,False,0.5469908256880734,1.0,Won
Niesha Huffines,Blackzim,Engaging,,2009.0,497.11,1588.0,5482,47.98539710922366,Medium,15.0,Mature,,7.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.31304156171284636,1.0,Won
Wilburn Farren,Plussunin,Engaging,,2003.0,1419.98,4018.0,1096,47.98539710922366,Medium,21.0,Established,,7.0,3.0,Intermediate,0.6707317073170732,1995.4430379746836,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.35340467894474864,1.0,Won
Anna Snelling,Hatfan,Engaging,,1982.0,792.46,1299.0,3393,47.98539710922366,Medium,42.0,Established,,7.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.6100538876058507,1.0,Won
Darcel Schlecht,Betasoloin,Engaging,,1999.0,251.41,495.0,55,47.98539710922366,Small,25.0,Established,,7.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5078989898989898,1.0,Won
Darcel Schlecht,Bubba Gump,Engaging,,2002.0,987.39,2253.0,3393,47.98539710922366,Medium,22.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.43825565912117176,1.0,Won
Darcel Schlecht,Scotfind,Engaging,,1996.0,6354.87,16780.0,3393,47.98539710922366,Enterprise,28.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3787169249106079,1.0,Won
Gladys Colclough,Silis,Engaging,,1994.0,2818.38,6290.0,55,47.98539710922366,Large,30.0,Established,,7.0,3.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.4480731319554849,0.0,Lost
Jonathan Berthelot,Stanredtax,Engaging,,1987.0,1698.2,3798.0,550,47.98539710922366,Medium,37.0,Established,,7.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.4471300684570827,0.0,Lost
Marty Freudenburg,Treequote,Engaging,,1988.0,5266.09,8595.0,1096,47.98539710922366,Large,36.0,Established,,7.0,3.0,Intermediate,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.6126922629435718,1.0,Won
Marty Freudenburg,Silis,Engaging,,1994.0,2818.38,6290.0,5482,47.98539710922366,Large,30.0,Established,,7.0,3.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.4480731319554849,0.0,Lost
Versie Hillebrand,Hottechi,Engaging,,1997.0,8170.38,16499.0,55,47.98539710922366,Enterprise,27.0,Established,,7.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.495204557851991,1.0,Won
Vicki Laflamme,Umbrella Corporation,Engaging,,1998.0,2022.14,5113.0,4821,47.98539710922366,Large,26.0,Established,,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.3954899276354391,1.0,Won
Violet Mclelland,Cheers,Engaging,,1993.0,4269.9,6472.0,1096,47.98539710922366,Large,31.0,Established,,7.0,3.0,Intermediate,0.5727699530516432,639.5388601036269,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.6597496909765141,1.0,Won
Anna Snelling,Singletechno,Engaging,,1996.0,2214.94,5374.0,55,47.98539710922366,Large,28.0,Established,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.41215854112393,1.0,Won
